number,comments,star
1914,经常去吃，味道肯定不用说，菜品也新鲜,1.0
1915,陪家里人来吃的，虽说被动选择但一到这里就会吃好多肉,1.0
1916,中午去吃的，菜不少，吃起很舒服，很卫生！,1.0
1917,有点不值得，都是一般般而已，试试就知道。,-1.0
1918,菜品算是同行里面良心的新鲜 但是比较少 人很多 生意爆好 服务一般 笑脸都没得一个 因为人多很吵 抽风机声音也很大 菜品基本上吃完没供应了 能保证新鲜  我很讨厌环境很嘈杂 不会再去  ,0.0
1919,味道还是勉强可以，菜品一般。孩子很喜欢，也许不是很合我口味！,1.0
1920,还行，吃了好多次，现在菜品要少些了，其他没变。,1.0
1921,还行吧！来了几回，但感觉越做越差了，不会再来了！,1.0
1922,菜品和环境都不错，就是生意太好，等半天才有位置……,1.0
1923,菜品和海鲜都比前少了，质量也差多了，中午去的连个虾子都没有,-1.0
1924,因为去得早，菜品还是多，可以烤肉也可以烫小火锅，圣诞节还抽了奖，总体来说不错，吃完出来外面还在排队。,1.0
1925,味道还行，就是卫生不怎么好啊，吃饭到一半就脚下就蹿出一只老鼠，瞬间就不想吃了,-1.0
1926,不行，没有以前好！以后不会来了！,1.0
1927,虾太少，牛排更少，没有吃到！希望改进，如果不改，就没有必要去了，去比这里价格更低的自助烤肉了！V,0.0
1928,一般吧，菜品不是很多，五花肉开始还是很多的，到后来没有了也不补货,1.0
1929,很好吃，就是铁板那里烤牛排太慢了。,1.0
1930,感觉没有以前好了,1.0
1931,只能说一般般，菜品很少，说的是海鲜自助，结果海鲜少的可怜，吃了半天就端了两次虾出来，而且分量很少，出来就完了，然后一直都不上，反正下次是不会来了的。,0.0
1932,菜品挺多的，也很新鲜，最主要的是服务好，很热情，去的时候有点晚了，毕竟在商场里面，收的比较早菜品，还特意来说一声如果有需要可以直接叫他们，牛扒也挺好吃的，我一个人吃了两份，比较爽口，下次好友朋友来还去这儿吃,1.0
1933,不错，菜品新鲜，服务周到！下次再来,1.0
1934,晚上吃人有点多，菜品都来不及更换供应！而且开门营业时间是5点15左右，别去太早，不然就在门口瓜起了！！ #龙利鱼# #麻辣香锅# #虾# #翅尖#,1.0
1935,元本山真的是越办越差，虾子等了两个小时都没等出来，一直说化冰，也不晓得什么冰要化这么久。菜也没得几样，质量也不好。吃了一晚上，一次牛排也没见烤过。真不值这个价。,-1.0
1936,菜品没有原来多了  我们去得早   还有基围虾  拿完了就没有上了,1.0
1937,还可以，去了很多次了,1.0
1938,只管赚钱，把客人揽进来。七八点钟就没什么菜了，很多都在准备打烊，还吃什么。,1.0
1939,菜品少，而且去牛排已经没有了，环境闷热，不舒服，而且比较贵，表示不会再去第二次了。,-1.0
1940,我觉得..这个生蚝...是不是太难烤了点,1.0
1941,菜品超级少，冰柜里面都是空的。差评。牛排那里也没人。真的无语。,-1.0
1942,菜太少了，尤其是虾子，整个都没拿多少出来，,1.0
1943,肉的味道还行，生蚝不新鲜，蔬菜比较少，调料味道都偏清淡。进门那里收银员态度很好，服务员换纸添油什么的很勤，不是看在服务上，真不想给四星的。,1.0
1944,垃圾，点牛扒时服务员陪收银吹牛让客人等，要全熟给你弄5层不到，还要自己烤，垃圾，服务太差,-1.0
1945,菜品一般,0.0
1946,味道还不错，生蚝扇贝都有专人帮你煎，很贴心的服务。就是开始没见到牛排，吃完走的时候才看见牛排在哪😂😂,1.0
1947,性价比不错，菜品蛮多的，就是味道比较一般，看个人喜好,1.0
1948,不错，以前去吃过，一直想再去吃，鹅脖子好吃，好吃的多！ #水果沙拉# #三线肉# #菲力牛排# #肥牛金针菇#,1.0
1949,真心不太好吃，菜品也一般。,-1.0
1950,口味还是和原来一样，只是菜品比原来要少些了,1.0
1951,菜品丰富，环境也还不错，价格亲民。,1.0
1952,装修前来吃过，觉得一般，装修后特地又来，以为有所改变，结果还不如以前，8点来，很多菜都没有了，也没有上菜，而且菜品真的太少了，多了个火锅之类的，就是一锅清水，煮几个肉丸，就没得可以煮的了，牛排区域没有人，所以也吃不到，反正就是太差了，不会再去了！,-1.0
1953,感觉很不错，有机会还会来的,1.0
1954,中规中矩，缺少特色，不过性价比可以。,1.0
1955,来过很多次了，装修过后环境不错，一直很喜欢这家店,1.0
1956,好吃，环境也很好！就是菜品还应该多一些,1.0
1957,味道还可以，服务也不错，环境也行，就是菜品少了点,1.0
1958,菜品较少，一般吧,0.0
1959,这是我吃的最难吃的一家烤肉  菜品太少太少 啥都没有  价格也很贵  比其他店都贵  关键还难吃  真是郁闷   唯一就是服务员态度挺好的,-1.0
1960,快过春节了，又是周末，人多，排队，菜品也不齐了，只有等平时来光顾，才有质量保证。,1.0
1961,经常去，我们也是店里的会员了，真心的不错哟,1.0
1962,真的不行，一年前来吃过完全不是这个样子，以后都不会来了,-1.0
1963,中午去的，就是一只没有出虾。因为过节，人还挺多，服务态度很好。已经来过很多次了。,1.0
1964,菜品挺好的，就是虾子一次放的太少了，每次都没拿到，只有在那等才拿的到虾子，和朋友一起去吃的，虽然大渡口店比旗下的几家店的装修稍微差了些些，但菜品、饮料、小吃品种丰富，几十块钱吃火锅都不够，在这里还可以吃海鲜、肉类，值了！#美极肥牛# #牛排# #特制辣椒酱#,1.0
1965,都去过N次了，一如既往的好，赞赞,1.0
1966,去的早还是可以，就是原来烤牛排那个兄弟换了，现在这个半天也不烤,1.0
1967,菜类很少，也不怎么新鲜，还有那个火锅，是拿来搞笑的吧。,-1.0
1968,很一般,0.0
1969,味道很好的，喜欢吃，经常网购的，我家小宝贝也喜欢吃,1.0
1970,服务员太少，添油搞不赢,0.0
1971,有些菜品不怎么新鲜，味道一般，希望老板有所改进。,-1.0
1972,真的不好吃，慎重选择,0.0
1973,服务各方面都不错  菜品好像比以前少很多    选择性比较少    其他的还好   脑花没以前好吃 #生蚝# #扇贝#,1.0
1974,七点半去的！看了没什么菜，问了服务员还是否上菜_服务员告知会上菜_结果被忽悠了！,-1.0
1975,来几次了，菜品很丰富，上菜速度快，特别是多了这个火锅，一边烤一边煮，爽到爆！,1.0
1976,一个人带着孩子去吃的，结果他一会就睡着了，店员服务态度很好，我一个人吃了好久，不过感觉海鲜不是很新鲜，品种也不多，不过这个价位也就这样了，孩子醒了店员还说你在弄点给孩子吃，不着急。位置还是很好找，吃完带着孩子又到负一楼玩,1.0
1977,可以 服务态度很好,1.0
1978,两个锅，一个是烧烤，一个是煮，还不错，大罐和其正更尽兴水果沙拉，牛排，熟食，冷食，当然还有海鲜。品种还是可以接受，味道一般。中午一点去的，去得有点晚，但是人还是不少，虾已经没有啦，其他品种都还是有的。位置在角落，不是太容易找到。,1.0
1979,差 一点都不好 煎牛排那里 才去的时候都没人 而且 那天搞活动 比团购还便宜。服务员也不介绍 差差差,-1.0
1980,不是很好吃，菜品也不多，孩子在那里根本没有什么吃的！,1.0
1981,环境还是可以的，跟以前不一样了，菜品还行吧，豆干是臭的，酱料感觉也没有明洞轩的好吃。,0.0
1982,老顾客了 味道不错,1.0
1983,虽然菜品没得以前丰富了，但是我们还是吃得很饱。😂,1.0
1984,味道一般，海鲜不是很新鲜，菜品也不算多。,1.0
1985,去的时候虾子没了，一直到吃完走都没有吃上，值得表扬的是考扇贝的小哥，虽然没吃到牛排，但是态度很好，,1.0
1986,去的时候虾子没了，一直到吃完走都没有吃上，值得表扬的是考扇贝的小哥，虽然没吃到牛排，但是态度很好，,1.0
1987,去的时候虾子没了，一直到吃完走都没有吃上，值得表扬的是考扇贝的小哥，虽然没吃到牛排，但是态度很好，,1.0
1988,环境还可以，就是菜品少了点 不过对的起这个价格,1.0
1989,还可以，重新装修过的，感觉菜品没有以前多，味道还是一样的好,1.0
1990,就还一般  那汤锅一股子羊骚味,1.0
1991,这里非常不错，感觉很好，菜品还是挺多的,1.0
1992,菜品太少了，味道一般，服务也不怎么样，要想吃牛排，从头等到尾，不好吃，差。,-1.0
1993,第一次吃烤肉，刚开始不会挺尴尬的，不过好在服务态度好，前台姐姐也很热心，下次还去,1.0
1994,味道一般   贵在菜品多  选择综合症的人警惕了   ！！！,1.0
1995,菜品品质一般适合家庭聚餐，小朋友稀饭,-1.0
1996,很久没有去吃了，这次来菜品味道感觉一般，不过就这价钱也可以啦。,1.0
1997,菜品不错，也挺好吃，一定会再来！,1.0
1998,菜品多，味道也还不错,1.0
1999,中午去都没什么菜，海鲜也没有,0.0
2000,已经去过好几次了，菜品新鲜，饮料也很多，聚会什么的去很合适！,1.0
2001,菜品一般，饮料太少了，服务也不行，特别是牛排那里，牛排搞的乱七八糟的，掉了还要捡起来继续烤，就连铲刀也经常掉地上，管理很乱，前台也是，跟顾客交谈的时候还在打口红，,0.0
2002,味道还行，菜品一般，可以帮忙烤扇贝和生蚝这些，这一点比以前好,1.0
2003,这家确实好，菜品上的快，东西又多，还有个火锅汤底，味道好的很呢😍😍大爱,1.0
2004,味道不错，还是可以，来吃了几次了，朋友聚会还是不错的,1.0
2005,一般，不太好吃，菜品不怎么好，烤肉切得太碎了，考起不好考，荤菜不新鲜。,0.0
2006,什么都好…就是菜品太少…海鲜自助？？？虾都没有…上了一次，被两个女的抢完了，就剩下冰……没意思……,0.0
2007,菜很少，服务还是不错的,1.0
2008,感觉很一般，种类不多，没有几样海鲜，牛排也只有一点点，还要排队等很久，另外每人收10元押金，离店记得退噢,0.0
2009,菜品不是很多，小吃系列也比较少，重在服务态度还挺好的，上菜品上的比较快 #三线肉# #布丁# #菠萝酸奶# #炒饭# #披萨#,1.0
2010,当天胃口不好，朋友吃得很高兴。,1.0
2011,服务较装修前有明显改善，味道中规中矩，偶尔吃吃还是可以。,1.0
2012,从来没吃过这么差的自助！明明我们给了钱，不给我们筷子，说我们没给钱！火锅的水就像白开水，问到服务员加水，还说她们这里是吃烧烤的不是吃火锅的地方！比不上专业的，那你就不要说你们可以煮火锅啊！喊加水，说锅只有那么大！！不给加水！烤脑花味道差不说，烤脑花的人半途居然不见了！！！！,-1.0
2013,环境可以 菜品一般 牛排有但说要等一会但等了两个小时没来可能才去杀牛了,-1.0
2014,菜品有点少，还是必须要努力。。。。,-1.0
2015,味道一般，我觉得可能是太忙了，喊服务员半天都不来，而且我觉得我一些菜应该不是干净，第二天吃完后还拉肚子了。我肠胃不好，稍微吃一些不是很干净的东西就容易这样，所以下一次我是不敢去吃了。,0.0
2016,菜品很多，环境很好，自助价格优惠，值得！,1.0
2017,越做越差了！以前常常去，好久没有了！这次去了太失望了！,-1.0
2018,和朋友一起去吃的，虽然大渡口店比旗下的几家店的装修稍微差了些些，但菜品、饮料、小吃品种丰富，几十块钱吃火锅都不够，在这里还可以吃海鲜、肉类，值了！#美极肥牛# #牛排# #特制辣椒酱# ,1.0
2019,新增小火锅，更适合带小孩同去……,1.0
2020,还行吧，没吃过他们家的，只会觉得菜品很少，而且有很多菜都没得,0.0
2021,增加菜品，菜品太少了，小火锅味道都没有应该就是普通的开水。希望改进,1.0
2022,菜品以冻货为主，不算多，煮海鲜的锅里感觉就是白水，我们7个大人两个小孩，中途有事三个大人先走了，给前台交代了押金一会退给剩下的人，另一个服务员就去把押金单拿过来了，她说我们还剩两盘菜，要扣20块钱，我也是醉了，我们还有大大小小6个人在吃，我也没要求必须现在要退，凭什么就说我们吃不完呢！因为有事急走也没计较，最后菜品也吃完了，退了全部押金，但当时服务员的态度不知道该咋说！哎，不会再去了！,-1.0
2023,服务差点，菜品虾子完全靠抢，补菜也慢。总体来说基本合格，菜品太少了。,1.0
2024,到后面虾直接没上了。妈妈觉得没有之前另外一家自助好吃，虽然生蚝扇贝都有，但味道不好。,1.0
2025,菜品的品种稍少了些，烤贝壳和蚝的时候有服务员帮忙会好点。,1.0
2026,第一次去，菜品还可以，自己做烤肉，不错！,1.0
2027,菜的品种完全没有以前的多，少了很多。为吃爬爬虾去的，结果说没了，感觉被坑了,1.0
2028,去了好多次了，觉得不错的！女儿也喜欢吃！,1.0
2029,请问有没有负五星评价，如果有请允许我超级差评，吃得老子憋屈，真***破坏约会的好心情，还装修升级，都***升级啷个坑顾客去了所，不说要升级好好嘛，至少熟悉的配方服务升级软件升级撒，***的还啥子都还不如原来的好了，就换个桌子板凳，多了个煮汤的锅就是升级了撒，汤锅我都不想吐槽了，看到都不想吃，佐料也不全，蒜蓉没得了也不做了，我说请问生蚝扇贝这些没得佐料怎么吃，居然给老子来句豆瓣酱一样的，菜品也少，虾子都没得，牛肉切得比黄瓜片还薄，真心佩服师傅刀工，牛排真***感人，吃得老子怀疑人生，面食类的甜品全是冷的，，哦，我晓得了，是让我们拿来炸起吃的，嗯，还好吃，比牛排好吃多了，啥子最好吃啊，只有水果，老子都是专门来吃水果的，硬是因为那个人民币是捡的所，硬是以为你嘿便宜吗，完全浪费老子时间金钱精力还影响心情，我看周围的人肯定不止我一个吃得楞个不开心，升级之前还算有点吃事，现在这样子我看是做不了好久滴个，没得对比没得伤害，比起牛太郎差了两个欧佳牛排,-1.0
2030,味道好，菜品丰富，下次还会和朋友一起来,1.0
2031,很久没来了，感觉菜品没有以前多了呢,1.0
2032,味道十分好，第一次吃到如此美味的自助餐,1.0
2033,新装修过后各方面都比以前要好很多！,1.0
2034,牛肉 虾子太少了 都吃不到 其它服务还可以吧,1.0
2035,去的时候快过高峰了都没有啷个菜品了！,0.0
2036,菜品太少，不够新鲜，味道太差，服务也不好。,0.0
2037,菜品少，不够新鲜，味道差，服务不够热情。,0.0
2038,还好，女儿喜欢吃，比以前增加了些菜品，装修了一下,1.0
2039,中午去吃的，环境不错、菜品很丰富！,1.0
2040,环境不错，菜品很新鲜，口感不错，下次还来,1.0
2041,很喜欢去的一家自助烤肉，非常喜欢，很推荐大家去吃。 #扇贝# #生蚝# #贝壳# #生蚝扇贝# #虾，扇贝# #三线肉#,1.0
2042,"牛排随便吃，就是一个人烤，得等太久。总体来说还不错，不过说实话，自己烤还不如直接吃现成的，自己不会烤很郁闷",1.0
2043,味道非常好，只不过蟹脚没有了，希望商家可以准备一点，我们就是奔着蟹脚去的,1.0
2044,菜品感觉还是很少，而且虾跟翅中好像都是定量的，刚去的时候有，拿了一些吃了想才拿一点，居然没有了，冰淇淋也是一样。牛排、扇贝、生蚝有人烤需要排队，一人可以拿多个！糕点也是感觉没人管似的，摆得个乱七八糟，一点食欲都没！#水果沙拉##菲力牛排##翅中##虾，扇贝#,-1.0
2045,服务都还是很好，就是菜品太少了，好像听说是重新整修过的，怎么把菜品都整修少了哦！ 其他都还好。,1.0
2046,装修后环境好了很多，可菜品就不怎么的了,0.0
2047,环境还不错   就是说的1.3米以下的孩子免费  没有免,0.0
2048,菜品不多，味道一般，就火锅好吃点……,1.0
2049,还可以非常喜欢，应该说是我的伙食团,1.0
2050,经常来吃这家，生意很好，又便宜,1.0
2051,以前吃了1次了，整体还是比较满意。,1.0
2052,总体来说，还不错。服务一般。要是那个锅能摆中间点就好了。,1.0
2053,挺好的，种类也挺多的！反正就是挺好的！,1.0
2054,味道还可以，菜品少了点，酒水可以,1.0
2055,还好吧，吃了很久了，今天看到没品，海鲜类少了好多，没有以前好了，估计不会再去了,1.0
2056,已经来过很多次，不过这次去的早，还有很多空位，菜品多鲜，吃了很多！#扇贝##生蚝##菲力牛排##小吃的##脑花##花甲#,1.0
2057,菜品一般 没什么特色 环境也一般,0.0
2058,反正还将就，菜品没有好多，水果多。,-1.0
2059,环境，菜品，饮料都不错。吃得饱饱的。,1.0
2060,"一般, 真心觉得并不好吃的烤肉, 还不如楼上的牛太郎 ",-1.0
2061,菜品很不错。卫生环境也很好，可以去尝尝,1.0
2062,人不多菜品很少 肉不新鲜 怎么说呢感觉很不好,-1.0
2063,环境很不错味道也不错，下次去的话得多叫几个朋友，两个人吃太没意思 #蔬菜沙拉#,1.0
2064,不错，品种还是挺多的，够喜欢，后面还会去的,1.0
2065,喜欢喝那个鸡尾酒 但是菜品真的很少 感觉没什么吃的,1.0
2066,12345菜品质量越来越一般。,0.0
2067,"满怀期待去的，各种一般，很多菜都没有，品种太少了，海鲜更是少得可怜，并且都不太新鲜，虾子又小又还是煮熟的，贝类腥味太大，服务态度还是很好，位置好找。不会再去",-1.0
2068,还行吧……空气不怎么好……人多了就闷得很,1.0
2069,垃圾不要去没什么值钱的东西，什么海鲜虾皮皮虾无限供应***，每次一次一点点好久上一次，劝大家不要去,-1.0
2070,还可以吧，吃了几次了，请朋友吃不错,1.0
2071,第二次来吃了，环境跟服务都挺好的，味道呢没上次好吃，其实味道跟上次不一样是因为这次是我自己烤的，不好吃是因为我弄不来饭 #扇贝# #爬爬虾大虾# #布丁# #耗儿鱼#,1.0
2072,饮料种类少，还有盗版的RIO，牛排的影子都没看到，对不起这个价格,-1.0
2073,味道不错，菜品还是多新鲜，地方也好找,0.0
2074,环境还不错，味道一般般。烤牛排那个男服务生态度不是很好，等了半天都不给我烤牛排，不过后来有个大姐过来很快就解决了。赞一下。,1.0
2075,还不错！味道可以，菜品新鲜！！！,1.0
2076,味道可以，菜品新鲜，品种繁多！,1.0
2077,菜很多，就是不怎么新鲜，偏贵吧。,1.0
2078,牛排煎得很嫩，不错，虾太少了，加菜有点慢,1.0
2079,味道还可以，新天泽里面感觉就这家还好点，去得早就是好，菜还是蛮多的。,1.0
2080,非常不错，经常去的地方，下次还会去,1.0
2081,😁😁😁😁😁😁😁😁😁,1.0
2082,可以，菜品多，味道还可以，就是饮料是个山寨瑞欧,0.0
2083,习惯好评问道菜品还是可以就是空气有点不好,1.0
2084,真不知道怎么形容，虾半个小时才上一次，一分钟不到就被抢光了。从头到尾就只拿到一盘虾，菜品也不多，一会这个没有了，一会那个又没有了，叫服务员上东西也慢吞吞的，下次打死我y也不会再去了！,-1.0
2085,海鲜类的不新鲜，牛排很好吃，其他还行吧,1.0
2086,不好吃！不好吃！糕点甜品类的东西太少了,0.0
2087,菜品比以前多了，有很多虾，是因为过节嘛，哈哈哈，和家人一起来吃，肚子都吃撑了,1.0
2088,一般般，没什么特色，海鲜类不新鲜。,1.0
2089,感觉一般，饮料挺多的，但是感觉海鲜比较少,1.0
2090,海鲜不新鲜，菜品又少，根本不值这个价，要吃的亲可以考虑其它店，这是吃过最差的自助烤肉海鲜餐！,-1.0
2091,重新装修后第一次来吃，品种比以前多了很多。不错！,1.0
2092,味道不错，下次再来，最不划算就是我吃不到好多东西,1.0
2093,因为去巴国城顺道想吃自助了，同价位的烧烤菜品相对少一点，味道一般！,1.0
2094,没以前好了，味道也不好吃了，越来越差,1.0
2095,菜品还算多   海鲜牛排通通都是无限量   服务到位  热情,1.0
2096,菜品种类较多，人多时有点闹，服务态度很好,1.0
2097,菜品将就，有些冰冻的考半天，牛肉味道需改善。,0.0
2098,老牌自助餐馆，反正是不如以前，但习惯了就好了！,-1.0
2099,感觉还不错，我们去的晚，但是还是吃饱了,1.0
2100,去了好多次了，非常棒，宝贝也非常喜欢,1.0
2101,味道不错，好久又再去吃吃，就是人有点多啊,1.0
2102,这家菜品还是挺多的，人也多生意很好,0.0
2103,就菜品样式不是很多。其它都蛮好的,1.0
2104,菜品中等，服务不错，鸡蛋不能吃,1.0
2105,口味还可以，服务挺周到，整体来说都是可以的,1.0
2106,忘了评论 环境还可以 菜品不是特别多 口味还行 ,0.0
2107,确实挺不错的。菜品多，味道还不错。,1.0
2108,还好、火锅味道一般、没什么味道、,1.0
2109,重新装修了，海鲜可以随便拿，不错,1.0
2110,味道很好，去过很多次了，服务态度非常好 宝贝也很喜欢。,1.0
2111,女儿带同学去的，吃得开心，满意，叫我下次去吃,1.0
2112,还不错，带着老妈和孩子一起去的。,1.0
2113,菜品新鲜，味道还好。环境也很好。 #扇贝# #菲力牛排#,1.0
2114,多次去吃了，感觉还不错，菜品也很多,0.0
2115,吃撑到了，总体还是可以，就是不能每次50搞定，,1.0
2116,菜品太少都没得撒子选择  不好吃    ,-1.0
2117,从前我不知道怎么才能写足85字拿到五十分积分，现在我知道了，不管我走到哪在哪里使用美团，，然后收藏起来，每的时候就把这段话评论上就行了。很简单的两个字:不错 非常不错 超级不错！服务很好 各方面都棒棒哒 刺激作用。我是有时候,1.0
2118,原来一直是在隔壁的明洞轩吃，但是那家越做越差，菜品质量越来越不好。这次换了这家，菜品多有烤肉也有汤，环境也更好，前台的姐姐服务超级好哈哈。菜品也比较丰富，水果沙拉好吃。肉也新鲜，甜点也有很多。姐holy咯了信息,1.0
2119,环境不错，菜品很丰富，下次再来光顾！,1.0
2120,比较实惠.但是才坐下就说要收菜了.我们去的比较晚.应该提前说一下,0.0
2121,个人喜欢的菜品不是很丰富，有些颜色奇怪的肉问服务员也不知道是什么不太敢吃，有虾子可以吃，不过一上来就被抢空，需要盯着让人不爽,-1.0
2122,菜品一般。不用排队，环境还行。,-1.0
2123,不错！真的很好吃哦，哈哈非常棒！,1.0
2124,小，不是很好，人也多……我觉得对面那家好一点,-1.0
2125,味道还不错，菜品也还将就，，，,1.0
2126,菜品不是很多，但是口味不错！感觉很直！,0.0
2127,感觉菜品肉类还有小吃太少了，虾爬子不好了，一看就是前段时间备下的冻得都不好了，味道就和臭了的一样，剥了一闻就赶紧扔了！虾还可以就是上的太慢，上了就被大家拿走了！挺喜欢牙签肉的，挺好吃，老公喜欢火腿肉，我就不太感兴趣！还有菠萝酸奶很好喝，大家可以试试！总的来说就是东西太少了，喝的也少！,-1.0
2128,菜很新鲜，水果也多，上菜速度快,0.0
2129,菜品很丰富、服务态度也挺好，口味可根据自己可调。,1.0
2130,"很不错，菜品多，牛排好吃，生蚝扇贝都好吃d",1.0
2131,"每次都喜欢和闺蜜来这里聚会  我们都很满意",1.0
2132,很好，各种菜式都有，非常好吃，我很满意,1.0
2133,味道还是不错的，菜品比以前少一些，嗯也没有看到冰淇淋了，还有就是，不能马上开发票有点麻烦。,1.0
2134,整体感觉不错，就是感觉没有便宜几块钱，菜品没有旁边的韩国烤肉多,0.0
2135,很好，菜品多，味道也不错，性价比较高,1.0
2136,肉是丑的，蔬菜都是很久的，一点也不好吃，浪费我的人名币和时间，老子就是吃蛋炒饭吃饱的，真心吃不下其他菜，巨难吃，绝对没有下次了，太恶心了。,-1.0
2137,不止一次来了，店内升级过后，好的更不用说了,1.0
2138,菜品很少！而且小吃也少，我跟孩子吃了一份牛排，两个最后都没吃什么，没什么可选性……不过环境还好！,-1.0
2139,还是不错。来了很多次了 。下次再来。,1.0
2140,菜品其全，服务态度好，环境也好,1.0
2141,我去之前打电话问了能不能一个人吃。得到肯定答复后请假过去。服务态度也是非常棒的 服务员都很热情。也没遇到取菜被收餐具情况。爬爬虾很不错。就是有些人好能抢哦。哈哈。以后有机会还会去的。菜还是很多的。。我比较喜欢吃蒜蓉贝和爬爬虾。味道在同价位的已经算是很好滴了。祝生意兴隆。,1.0
2142,菜不多，很好吃，环境很好，性价比高,1.0
2143,不好吃，很多菜都没有，不会再去了，感觉被骗。,-1.0
2144,一般，不好吃，下次不会去了，不值这个钱,-1.0
2145,还可以，就是周末人多，喜欢吃的基本靠抢,1.0
2146,菜品一般，只能说这个价位不错了。,1.0
2147,还不错，还不错，菜品也多然后，为大约可以，强烈推荐强烈推荐。,1.0
2148,味道一般吧，菜品还是多，中午去的，人不多,1.0
2149,团下时心里还觉得一个价钱不知道怎么样，结果是感觉比想象中令人满意，希望店家多搞活动，下次会再团。味道真的不错，朋友都喜欢吃。今天还是比较幸运的，去了没有排队，坐下之后人瞬间好多。服务热情，价格也合理，菜品丰富。,1.0
2150,菜很多，服务也可以,1.0
2151,老陈菜越来越差劲了，虾一点也不新鲜，就连包的混沌上面都是是霉星点子，和服务人员反映也不撤下去，我就看见那些没太注意的客人继续拿去吃.....粉丝扇贝都是些假的，壳子就在重复的拿来利用，而且是当客人面回收，连烤焦了的生蚝壳都要回收，不忍直视了发誓,-1.0
2152,牛排非常好吃，还有虾子也很不错，饮料也很多，还有冰淇淋 #牛排# #蒜蓉扇贝# #生蚝扇贝# #鱿鱼须# #鸡尾酒果汁#,1.0
2153,现金消费优先说，美团爱理不理的,-1.0
2154,菜品越来越少了……感觉没人气……,-1.0
2155,帮朋友团的，菜品没有以前丰富。,-1.0
2156,水果不是很多，味道还好，牛排不错,0.0
2157,第一份的牛排新鲜点儿，第二次的就是酸的，不知道什么原因！,-1.0
2158,味道还可以，菜品也多,1.0
2159,还不错,1.0
2160,一年去一次还可以，感觉翻来翻去还是那些菜。 花甲炒得太辣了，小孩子本来很喜欢吃花甲的，犹豫太辣了都不敢吃，就我们大人吃几个都感觉想喷火了，遭不住！,0.0
2161,菜品蛮丰富的，不过冰淇淋机好像坏了叭，说是挤不出冰淇淋哭唧唧，西瓜巧克力也没有吃到啦哭唧唧,1.0
2162,环境什么的都还是不错的，我和我家小宝贝经常去吃。服务员态度也很好,1.0
2163,越来越垃圾，晚餐六点半红酒没了，给服务员说了没有任何卵用。到走红酒也没有见加上。菜品百年不变。,-1.0
2164,好吃，老顾客，蟹棒超级赞,1.0
2165,一个字，差，两个字，很差，三个字，非常差，总感觉前台的服务员态度不怎么好，牛排都要自己去端，排队的人都在插队，煎牛排的都不知道说一下。算啦，不会有下次滴,-1.0
2166,真的很敷衍，感觉这家店赿来越差。,-1.0
2167,菜品较少，没什么新意，第一次感觉还行，第二次第三次就有点腻味了，有时间琢磨下味道。别尽琢磨填饱人,-1.0
2168,味道一般，吃点就没有胃口了，牛排是一些渣渣牛肉,-1.0
2169,感觉没什么变化，还是以前这些菜，还行吧,0.0
2170,还不错，可以，来了很多次了。啊啊啊啊啊啊啊啊啊啊啊啊,0.0
2171,很久没来了，感觉生意没以前好了？蛋糕挺好的，生蚝是臭的。服务员收拾盘子很勤快，赞,0.0
2172,去了很多次了，感觉还是哪些菜，有点😔了，希望加点新菜,1.0
2173,真的很失望，跟一般省下边地级市中的自助餐比起来，又贵，又难吃。希望能够改善，今后来朋友，带去吃也有排面噻,-1.0
2174,很好吃  吃了很多次了  环境也很好 #牛排# #小海鲜#,1.0
2175,生蚝是臭的，比起另一家类似的自助，还是另一家味道好些。,0.0
2176,东西没有以前的好了，菜品还要改进。 #小海鲜#,0.0
2177,感觉都没什么新菜品，牛排吃起来都没牛肉味，感觉不是牛肉,-1.0
2178,环境 味道都不错 #辣子田螺# #蒜蓉扇贝# #水煮虾# #炒花甲# #花甲#,1.0
2179,一分钱一分货，还是不错的，比其它的要好点 #牛排# #烤串# #烤鱿鱼丝# #冰激凌# #蒜蓉扇贝# #北京烤鸭#,0.0
2180,这里非常棒 很好吃的口味 dianzan,1.0
2181,老陈菜自助餐的味道越来越差了。以前偶尔还会有鸡汤，羊肉，牛肉等，现在好像都没有了。有点失望😞,-1.0
2182,不好吃，没有以前好吃了，菜也少了很多，有的很咸，味道不好，菜也没什么特色，感觉不值。,-1.0
2183,手机就是说我的手机没电了。我在外面,-1.0
2184,菜没有原来的好吃了！！！ 加油改进吧,-1.0
2185,很不错，现在菜品也有改进，味道这些也越来越好了，,1.0
2186,还不错，就是感觉没有以前那么好吃了,0.0
2187,一般拉萨，饮料全是仿冒，凉菜味道渣渣,0.0
2188,一般，东西很少。。。。。。。。,0.0
2189,菜式很单调。夏天和冬天两种菜。所以一年去一次差不多。没什么吸引人的地方。,0.0
2190,菜品更多点就好了,0.0
2191,越来越难吃了，饮料也越来越少了,-1.0
2192,菜品种类多，很好吃，还有小火锅，不错不错，饮料有很多，还有红酒哟,1.0
2193,服务态度好，环境卫生好,1.0
2194,之前还好点，现在太不值得去了，中午去的带了孩子1.1收半价也认了重点是还不收中午去的58的半价居然收晚上68的半价，也算了收银的态度还特别差想起就鬼火冒。进去一看菜更生气了，汤几乎全是素汤菜也……，大家看我拍的图片就知道菜品了，估计以后都不敢去了，态度恶劣的地方吃饭直接导致心情不好,-1.0
2195,中午原价58一位！一个1米1的小孩收了半价是34...不懂！,-1.0
2196,还可以！产品味道很好👍下次再去！,1.0
